in s,C2 in V
-3.3637328E-02,-1.06201E-02
-3.3636728E-02,-9.15527E-03
-3.3636128E-02,-8.42285E-03
-3.3635528E-02,-1.13525E-02
-3.3634928E-02,-7.69043E-03
-3.3634328E-02,-1.57471E-02
-3.3633728E-02,-8.42285E-03
-3.3633128E-02,-7.69043E-03
-3.3632528E-02,-8.42285E-03
-3.3631928E-02,-1.06201E-02
-3.3631328E-02,-1.28174E-02
-3.3630728E-02,-6.22559E-03
-3.3630128E-02,-1.20850E-02
-3.3629528E-02,-8.42285E-03
-3.3628928E-02,-8.42285E-03
-3.3628328E-02,-6.95801E-03
-3.3627728E-02,-9.88770E-03
-3.3627128E-02,-1.06201E-02
-3.3626528E-02,-9.15527E-03
-3.3625928E-02,-1.20850E-02
-3.3625328E-02,-8.42285E-03
-3.3624728E-02,-1.42822E-02
-3.3624128E-02,-4.76074E-03
-3.3623528E-02,-6.95801E-03
-3.3622928E-02,-1.13525E-02
-3.3622328E-02,-1.28174E-02
-3.3621728E-02,-5.49316E-03
-3.3621128E-02,-9.15527E-03
-3.3620528E-02,-1.20850E-02
-3.3619928E-02,-7.69043E-03
-3.3619328E-02,-8.42285E-03
-3.3618728E-02,-8.42285E-03
-3.3618128E-02,-1.06201E-02
-3.3617528E-02,-1.20850E-02
-3.3616928E-02,-5.49316E-03
-3.3616328E-02,-7.69043E-03
-3.3615728E-02,-9.88770E-03
-3.3615128E-02,-8.42285E-03
-3.3614528E-02,-9.15527E-03
-3.3613928E-02,-9.88770E-03
-3.3613328E-02,-9.88770E-03
-3.3612728E-02,-8.42285E-03
-3.3612128E-02,-1.72119E-02
-3.3611528E-02,-1.06201E-02
-3.3610928E-02,-9.15527E-03
-3.3610328E-02,-8.42285E-03
-3.3609728E-02,-8.42285E-03
-3.3609128E-02,-1.57471E-02
-3.3608528E-02,-7.69043E-03
-3.3607928E-02,-1.13525E-02
-3.3607328E-02,-7.69043E-03
-3.3606728E-02,-6.22559E-03
-3.3606128E-02,-9.15527E-03
-3.3605528E-02,-8.42285E-03
-3.3604928E-02,-7.69043E-03
-3.3604328E-02,-1.28174E-02
-3.3603728E-02,-1.06201E-02
-3.3603128E-02,-5.49316E-03
-3.3602528E-02,-9.15527E-03
-3.3601928E-02,-9.15527E-03
-3.3601328E-02,-9.15527E-03
-3.3600728E-02,-1.20850E-02
-3.3600128E-02,-9.15527E-03
-3.3599528E-02,-8.42285E-03
-3.3598928E-02,-8.42285E-03
-3.3598328E-02,-1.06201E-02
-3.3597728E-02,-7.69043E-03
-3.3597128E-02,-9.88770E-03
-3.3596528E-02,-5.49316E-03
-3.3595928E-02,-1.20850E-02
-3.3595328E-02,-1.28174E-02
-3.3594728E-02,-9.15527E-03
-3.3594128E-02,-6.22559E-03
-3.3593528E-02,-9.88770E-03
-3.3592928E-02,-7.69043E-03
-3.3592328E-02,-1.20850E-02
-3.3591728E-02,-1.13525E-02
-3.3591128E-02,-8.42285E-03
-3.3590528E-02,-8.42285E-03
-3.3589928E-02,-7.69043E-03
-3.3589328E-02,-1.06201E-02
-3.3588728E-02,-1.06201E-02
-3.3588128E-02,-6.95801E-03
-3.3587528E-02,-4.76074E-03
-3.3586928E-02,-1.35498E-02
-3.3586328E-02,-1.06201E-02
-3.3585728E-02,-7.69043E-03
-3.3585128E-02,-7.69043E-03
-3.3584528E-02,-8.42285E-03
-3.3583928E-02,-1.13525E-02
-3.3583328E-02,-9.15527E-03
-3.3582728E-02,-9.15527E-03
-3.3582128E-02,-8.42285E-03
-3.3581528E-02,-8.42285E-03
-3.3580928E-02,-7.69043E-03
-3.3580328E-02,-9.15527E-03
-3.3579728E-02,-6.95801E-03
-3.3579128E-02,-9.15527E-03
-3.3578528E-02,-1.20850E-02
-3.3577928E-02,-7.69043E-03
-3.3577328E-02,-8.42285E-03
-3.3576728E-02,-7.69043E-03
-3.3576128E-02,-1.06201E-02
-3.3575528E-02,-1.06201E-02
-3.3574928E-02,-8.42285E-03
-3.3574328E-02,-7.69043E-03
-3.3573728E-02,-6.95801E-03
-3.3573128E-02,-1.42822E-02
-3.3572528E-02,-1.06201E-02
-3.3571928E-02,-7.69043E-03
-3.3571328E-02,-8.42285E-03
-3.3570728E-02,-9.15527E-03
-3.3570128E-02,-1.13525E-02
-3.3569528E-02,-8.42285E-03
-3.3568928E-02,-9.15527E-03
-3.3568328E-02,-8.42285E-03
-3.3567728E-02,-6.22559E-03
-3.3567128E-02,-1.20850E-02
-3.3566528E-02,-9.15527E-03
-3.3565928E-02,-1.06201E-02
-3.3565328E-02,-9.15527E-03
-3.3564728E-02,-1.28174E-02
-3.3564128E-02,-5.49316E-03
-3.3563528E-02,-8.42285E-03
-3.3562928E-02,-9.88770E-03
-3.3562328E-02,-9.15527E-03
-3.3561728E-02,-8.42285E-03
-3.3561128E-02,-8.42285E-03
-3.3560528E-02,-9.88770E-03
-3.3559928E-02,-9.88770E-03
-3.3559328E-02,-8.42285E-03
-3.3558728E-02,-6.95801E-03
-3.3558128E-02,-9.88770E-03
-3.3557528E-02,-9.15527E-03
-3.3556928E-02,-8.42285E-03
-3.3556328E-02,-1.35498E-02
-3.3555728E-02,-9.15527E-03
-3.3555128E-02,-1.13525E-02
-3.3554528E-02,-6.95801E-03
-3.3553928E-02,-1.06201E-02
-3.3553328E-02,-1.13525E-02
-3.3552728E-02,-1.13525E-02
-3.3552128E-02,-6.95801E-03
-3.3551528E-02,-9.15527E-03
-3.3550928E-02,-1.20850E-02
-3.3550328E-02,-8.42285E-03
-3.3549728E-02,-6.95801E-03
-3.3549128E-02,-9.15527E-03
-3.3548528E-02,-1.06201E-02
-3.3547928E-02,-1.20850E-02
-3.3547328E-02,-8.42285E-03
-3.3546728E-02,-9.88770E-03
-3.3546128E-02,-1.06201E-02
-3.3545528E-02,-5.49316E-03
-3.3544928E-02,-1.06201E-02
-3.3544328E-02,-1.20850E-02
-3.3543728E-02,-1.13525E-02
-3.3543128E-02,-7.69043E-03
-3.3542528E-02,-7.69043E-03
-3.3541928E-02,-8.42285E-03
-3.3541328E-02,-1.06201E-02
-3.3540728E-02,-8.42285E-03
-3.3540128E-02,-5.49316E-03
-3.3539528E-02,-1.50146E-02
-3.3538928E-02,-1.06201E-02
-3.3538328E-02,-1.13525E-02
-3.3537728E-02,-3.29590E-03
-3.3537128E-02,-1.13525E-02
-3.3536528E-02,-9.15527E-03
-3.3535928E-02,-9.15527E-03
-3.3535328E-02,-8.42285E-03
-3.3534728E-02,-1.06201E-02
-3.3534128E-02,-1.35498E-02
-3.3533528E-02,-9.15527E-03
-3.3532928E-02,-8.42285E-03
-3.3532328E-02,-7.69043E-03
-3.3531728E-02,-9.88770E-03
-3.3531128E-02,-9.88770E-03
-3.3530528E-02,-9.15527E-03
-3.3529928E-02,-1.06201E-02
-3.3529328E-02,-7.69043E-03
-3.3528728E-02,-7.69043E-03
-3.3528128E-02,-6.95801E-03
-3.3527528E-02,-9.88770E-03
-3.3526928E-02,-8.42285E-03
-3.3526328E-02,-1.13525E-02
-3.3525728E-02,-1.06201E-02
-3.3525128E-02,-9.88770E-03
-3.3524528E-02,-7.69043E-03
-3.3523928E-02,-1.06201E-02
-3.3523328E-02,-8.42285E-03
-3.3522728E-02,-1.28174E-02
-3.3522128E-02,-8.42285E-03
-3.3521528E-02,-1.13525E-02
-3.3520928E-02,-7.69043E-03
-3.3520328E-02,-9.88770E-03
-3.3519728E-02,-9.15527E-03
-3.3519128E-02,-1.20850E-02
-3.3518528E-02,-7.69043E-03
-3.3517928E-02,-7.69043E-03
-3.3517328E-02,-1.50146E-02
-3.3516728E-02,-1.06201E-02
-3.3516128E-02,-8.42285E-03
-3.3515528E-02,-6.95801E-03
-3.3514928E-02,-1.35498E-02
-3.3514328E-02,-8.42285E-03
-3.3513728E-02,-7.69043E-03
-3.3513128E-02,-7.69043E-03
-3.3512528E-02,-1.06201E-02
-3.3511928E-02,-1.64795E-02
-3.3511328E-02,-6.22559E-03
-3.3510728E-02,-9.88770E-03
-3.3510128E-02,-8.42285E-03
-3.3509528E-02,-1.20850E-02
-3.3508928E-02,-1.06201E-02
-3.3508328E-02,-7.69043E-03
-3.3507728E-02,-6.22559E-03
-3.3507128E-02,-1.06201E-02
-3.3506528E-02,-2.56348E-03
-3.3505928E-02,-9.88770E-03
-3.3505328E-02,-9.15527E-03
-3.3504728E-02,-1.13525E-02
-3.3504128E-02,-7.69043E-03
-3.3503528E-02,-1.06201E-02
-3.3502928E-02,-7.69043E-03
-3.3502328E-02,-7.69043E-03
-3.3501728E-02,-1.13525E-02
-3.3501128E-02,-8.42285E-03
-3.3500528E-02,-1.20850E-02
-3.3499928E-02,-6.22559E-03
-3.3499328E-02,-5.49316E-03
-3.3498728E-02,-9.15527E-03
-3.3498128E-02,-1.06201E-02
-3.3497528E-02,-9.15527E-03
-3.3496928E-02,-7.69043E-03
-3.3496328E-02,-9.88770E-03
-3.3495728E-02,-9.15527E-03
-3.3495128E-02,-1.35498E-02
-3.3494528E-02,-5.49316E-03
-3.3493928E-02,-8.42285E-03
-3.3493328E-02,-6.95801E-03
-3.3492728E-02,-1.13525E-02
-3.3492128E-02,-5.49316E-03
-3.3491528E-02,-7.69043E-03
-3.3490928E-02,-8.42285E-03
-3.3490328E-02,-1.06201E-02
-3.3489728E-02,-1.20850E-02
-3.3489128E-02,-7.69043E-03
-3.3488528E-02,-9.88770E-03
-3.3487928E-02,-8.42285E-03
-3.3487328E-02,-7.69043E-03
-3.3486728E-02,-1.35498E-02
-3.3486128E-02,-8.42285E-03
-3.3485528E-02,-1.06201E-02
-3.3484928E-02,-9.88770E-03
-3.3484328E-02,-4.76074E-03
-3.3483728E-02,-1.06201E-02
-3.3483128E-02,-9.88770E-03
-3.3482528E-02,-8.42285E-03
-3.3481928E-02,-1.06201E-02
-3.3481328E-02,-5.49316E-03
-3.3480728E-02,-8.42285E-03
-3.3480128E-02,-8.42285E-03
-3.3479528E-02,-1.06201E-02
-3.3478928E-02,-5.49316E-03
-3.3478328E-02,-1.42822E-02
-3.3477728E-02,-5.49316E-03
-3.3477128E-02,-8.42285E-03
-3.3476528E-02,-6.95801E-03
-3.3475928E-02,-1.20850E-02
-3.3475328E-02,-5.49316E-03
-3.3474728E-02,-8.42285E-03
-3.3474128E-02,-8.42285E-03
-3.3473528E-02,-9.88770E-03
-3.3472928E-02,-1.42822E-02
-3.3472328E-02,-6.95801E-03
-3.3471728E-02,-1.06201E-02
-3.3471128E-02,-8.42285E-03
-3.3470528E-02,-7.69043E-03
-3.3469928E-02,-8.42285E-03
-3.3469328E-02,-6.22559E-03
-3.3468728E-02,-1.06201E-02
-3.3468128E-02,-8.42285E-03
-3.3467528E-02,-5.49316E-03
-3.3466928E-02,-7.69043E-03
-3.3466328E-02,-8.42285E-03
-3.3465728E-02,-8.42285E-03
-3.3465128E-02,-9.88770E-03
-3.3464528E-02,-1.35498E-02
-3.3463928E-02,-1.06201E-02
-3.3463328E-02,-7.69043E-03
-3.3462728E-02,-9.15527E-03
-3.3462128E-02,-5.49316E-03
-3.3461528E-02,-1.35498E-02
-3.3460928E-02,-6.95801E-03
-3.3460328E-02,-8.42285E-03
-3.3459728E-02,-7.69043E-03
-3.3459128E-02,-6.95801E-03
-3.3458528E-02,-6.22559E-03
-3.3457928E-02,-9.88770E-03
-3.3457328E-02,-1.06201E-02
-3.3456728E-02,-7.69043E-03
-3.3456128E-02,-1.64795E-02
-3.3455528E-02,-8.42285E-03
-3.3454928E-02,-8.42285E-03
-3.3454328E-02,-6.95801E-03
-3.3453728E-02,-1.06201E-02
-3.3453128E-02,-8.42285E-03
-3.3452528E-02,-1.06201E-02
-3.3451928E-02,-9.15527E-03
-3.3451328E-02,-6.95801E-03
-3.3450728E-02,-1.42822E-02
-3.3450128E-02,-7.69043E-03
-3.3449528E-02,-9.88770E-03
-3.3448928E-02,-9.88770E-03
-3.3448328E-02,-1.06201E-02
-3.3447728E-02,-1.20850E-02
-3.3447128E-02,-1.06201E-02
-3.3446528E-02,-8.42285E-03
-3.3445928E-02,-1.06201E-02
-3.3445328E-02,-4.02832E-03
-3.3444728E-02,-1.06201E-02
-3.3444128E-02,-7.69043E-03
-3.3443528E-02,-8.42285E-03
-3.3442928E-02,-5.49316E-03
-3.3442328E-02,-9.88770E-03
-3.3441728E-02,-7.69043E-03
-3.3441128E-02,-9.15527E-03
-3.3440528E-02,-9.15527E-03
-3.3439928E-02,-7.69043E-03
-3.3439328E-02,-9.15527E-03
-3.3438728E-02,-6.95801E-03
-3.3438128E-02,-8.42285E-03
-3.3437528E-02,-7.69043E-03
-3.3436928E-02,-9.15527E-03
-3.3436328E-02,-9.88770E-03
-3.3435728E-02,-9.15527E-03
-3.3435128E-02,-9.15527E-03
-3.3434528E-02,-6.95801E-03
-3.3433928E-02,-1.35498E-02
-3.3433328E-02,-6.95801E-03
-3.3432728E-02,-9.88770E-03
-3.3432128E-02,-7.69043E-03
-3.3431528E-02,-1.06201E-02
-3.3430928E-02,-7.69043E-03
-3.3430328E-02,-7.69043E-03
-3.3429728E-02,-5.49316E-03
-3.3429128E-02,-9.88770E-03
-3.3428528E-02,-1.28174E-02
-3.3427928E-02,-1.06201E-02
-3.3427328E-02,-6.22559E-03
-3.3426728E-02,-6.95801E-03
-3.3426128E-02,-9.88770E-03
-3.3425528E-02,-1.35498E-02
-3.3424928E-02,-7.69043E-03
-3.3424328E-02,-5.49316E-03
-3.3423728E-02,-9.15527E-03
-3.3423128E-02,-6.95801E-03
-3.3422528E-02,-9.88770E-03
-3.3421928E-02,-7.69043E-03
-3.3421328E-02,-9.88770E-03
-3.3420728E-02,-9.15527E-03
-3.3420128E-02,-5.49316E-03
-3.3419528E-02,-7.69043E-03
-3.3418928E-02,-7.69043E-03
-3.3418328E-02,-8.42285E-03
-3.3417728E-02,-5.49316E-03
-3.3417128E-02,-1.20850E-02
-3.3416528E-02,-8.42285E-03
-3.3415928E-02,-1.06201E-02
-3.3415328E-02,-6.95801E-03
-3.3414728E-02,-1.20850E-02
-3.3414128E-02,-8.42285E-03
-3.3413528E-02,-1.28174E-02
-3.3412928E-02,-5.49316E-03
-3.3412328E-02,-8.42285E-03
-3.3411728E-02,-1.57471E-02
-3.3411128E-02,-1.06201E-02
-3.3410528E-02,-7.69043E-03
-3.3409928E-02,-7.69043E-03
-3.3409328E-02,-8.42285E-03
-3.3408728E-02,-1.06201E-02
-3.3408128E-02,-6.22559E-03
-3.3407528E-02,-7.69043E-03
-3.3406928E-02,-1.06201E-02
-3.3406328E-02,-6.22559E-03
-3.3405728E-02,-9.88770E-03
-3.3405128E-02,-7.69043E-03
-3.3404528E-02,-6.95801E-03
-3.3403928E-02,-6.95801E-03
-3.3403328E-02,-1.06201E-02
-3.3402728E-02,-8.42285E-03
-3.3402128E-02,-8.42285E-03
-3.3401528E-02,-7.69043E-03
-3.3400928E-02,-5.49316E-03
-3.3400328E-02,-1.06201E-02
-3.3399728E-02,-7.69043E-03
-3.3399128E-02,-6.95801E-03
-3.3398528E-02,-6.95801E-03
-3.3397928E-02,-9.88770E-03
-3.3397328E-02,-6.22559E-03
-3.3396728E-02,-1.06201E-02
-3.3396128E-02,-5.49316E-03
-3.3395528E-02,-9.88770E-03
-3.3394928E-02,-1.35498E-02
-3.3394328E-02,-7.69043E-03
-3.3393728E-02,-8.42285E-03
-3.3393128E-02,-8.42285E-03
-3.3392528E-02,-9.88770E-03
-3.3391928E-02,-6.95801E-03
-3.3391328E-02,-8.42285E-03
-3.3390728E-02,-7.69043E-03
-3.3390128E-02,-9.88770E-03
-3.3389528E-02,-1.35498E-02
-3.3388928E-02,-8.42285E-03
-3.3388328E-02,-5.49316E-03
-3.3387728E-02,-9.15527E-03
-3.3387128E-02,-8.42285E-03
-3.3386528E-02,-1.06201E-02
-3.3385928E-02,-7.69043E-03
-3.3385328E-02,-5.49316E-03
-3.3384728E-02,-9.15527E-03
-3.3384128E-02,-1.83105E-03
-3.3383528E-02,-9.15527E-03
-3.3382928E-02,-6.95801E-03
-3.3382328E-02,-1.06201E-02
-3.3381728E-02,-5.49316E-03
-3.3381128E-02,-9.15527E-03
-3.3380528E-02,-4.02832E-03
-3.3379928E-02,-9.88770E-03
-3.3379328E-02,-5.49316E-03
-3.3378728E-02,-9.15527E-03
-3.3378128E-02,-1.13525E-02
-3.3377528E-02,-9.15527E-03
-3.3376928E-02,-9.88770E-03
-3.3376328E-02,-7.69043E-03
-3.3375728E-02,-9.15527E-03
-3.3375128E-02,-9.15527E-03
-3.3374528E-02,-8.42285E-03
-3.3373928E-02,-7.69043E-03
-3.3373328E-02,-8.42285E-03
-3.3372728E-02,-1.57471E-02
-3.3372128E-02,-8.42285E-03
-3.3371528E-02,-4.76074E-03
-3.3370928E-02,-6.22559E-03
-3.3370328E-02,-1.06201E-02
-3.3369728E-02,-7.69043E-03
-3.3369128E-02,-9.15527E-03
-3.3368528E-02,-6.95801E-03
-3.3367928E-02,-9.15527E-03
-3.3367328E-02,-8.42285E-03
-3.3366728E-02,-9.15527E-03
-3.3366128E-02,-6.22559E-03
-3.3365528E-02,-8.42285E-03
-3.3364928E-02,-7.69043E-03
-3.3364328E-02,-1.20850E-02
-3.3363728E-02,-6.22559E-03
-3.3363128E-02,-8.42285E-03
-3.3362528E-02,-6.22559E-03
-3.3361928E-02,-4.02832E-03
-3.3361328E-02,-1.13525E-02
-3.3360728E-02,-1.13525E-02
-3.3360128E-02,-6.22559E-03
-3.3359528E-02,-6.95801E-03
-3.3358928E-02,-7.69043E-03
-3.3358328E-02,-4.02832E-03
-3.3357728E-02,-7.69043E-03
-3.3357128E-02,-7.69043E-03
-3.3356528E-02,-1.06201E-02
-3.3355928E-02,-1.35498E-02
-3.3355328E-02,-5.49316E-03
-3.3354728E-02,-8.42285E-03
-3.3354128E-02,-7.69043E-03
-3.3353528E-02,-1.28174E-02
-3.3352928E-02,-6.22559E-03
-3.3352328E-02,-9.88770E-03
-3.3351728E-02,-1.20850E-02
-3.3351128E-02,-8.42285E-03
-3.3350528E-02,-9.88770E-03
-3.3349928E-02,-6.95801E-03
-3.3349328E-02,-7.69043E-03
-3.3348728E-02,-9.15527E-03
-3.3348128E-02,-7.69043E-03
-3.3347528E-02,-9.88770E-03
-3.3346928E-02,-6.22559E-03
-3.3346328E-02,-9.15527E-03
-3.3345728E-02,-5.49316E-03
-3.3345128E-02,-7.69043E-03
-3.3344528E-02,-8.42285E-03
-3.3343928E-02,-7.69043E-03
-3.3343328E-02,-7.69043E-03
-3.3342728E-02,-8.42285E-03
-3.3342128E-02,-1.20850E-02
-3.3341528E-02,-5.49316E-03
-3.3340928E-02,-8.42285E-03
-3.3340328E-02,-5.49316E-03
-3.3339728E-02,-8.42285E-03
-3.3339128E-02,-1.13525E-02
-3.3338528E-02,-8.42285E-03
-3.3337928E-02,-5.49316E-03
-3.3337328E-02,-9.15527E-03
-3.3336728E-02,-7.69043E-03
-3.3336128E-02,-4.76074E-03
-3.3335528E-02,-1.06201E-02
-3.3334928E-02,-6.95801E-03
-3.3334328E-02,-6.95801E-03
-3.3333728E-02,-1.13525E-02
-3.3333128E-02,-8.42285E-03
-3.3332528E-02,-7.69043E-03
-3.3331928E-02,-9.15527E-03
-3.3331328E-02,-5.49316E-03
-3.3330728E-02,-1.06201E-02
-3.3330128E-02,-7.69043E-03
-3.3329528E-02,-7.69043E-03
-3.3328928E-02,-4.76074E-03
-3.3328328E-02,-1.28174E-02
-3.3327728E-02,-9.88770E-03
-3.3327128E-02,-9.15527E-03
-3.3326528E-02,-9.15527E-03
-3.3325928E-02,-7.69043E-03
-3.3325328E-02,-1.06201E-02
-3.3324728E-02,-5.49316E-03
-3.3324128E-02,-9.15527E-03
-3.3323528E-02,-4.02832E-03
-3.3322928E-02,-5.49316E-03
-3.3322328E-02,-1.06201E-02
-3.3321728E-02,-7.69043E-03
-3.3321128E-02,-1.13525E-02
-3.3320528E-02,-6.22559E-03
-3.3319928E-02,-1.06201E-02
-3.3319328E-02,-4.76074E-03
-3.3318728E-02,-1.06201E-02
-3.3318128E-02,-7.69043E-03
-3.3317528E-02,-1.06201E-02
-3.3316928E-02,-9.15527E-03
-3.3316328E-02,-8.42285E-03
-3.3315728E-02,-6.95801E-03
-3.3315128E-02,-6.22559E-03
-3.3314528E-02,-7.69043E-03
-3.3313928E-02,-8.42285E-03
-3.3313328E-02,-1.06201E-02
-3.3312728E-02,-6.22559E-03
-3.3312128E-02,-6.22559E-03
-3.3311528E-02,-1.13525E-02
-3.3310928E-02,-7.69043E-03
-3.3310328E-02,-5.49316E-03
-3.3309728E-02,-8.42285E-03
-3.3309128E-02,-5.49316E-03
-3.3308528E-02,-9.88770E-03
-3.3307928E-02,-5.49316E-03
-3.3307328E-02,-5.49316E-03
-3.3306728E-02,-6.95801E-03
-3.3306128E-02,-8.42285E-03
-3.3305528E-02,-7.69043E-03
-3.3304928E-02,-7.69043E-03
-3.3304328E-02,-7.69043E-03
-3.3303728E-02,-7.69043E-03
-3.3303128E-02,-1.13525E-02
-3.3302528E-02,-5.49316E-03
-3.3301928E-02,-8.42285E-03
-3.3301328E-02,-7.69043E-03
-3.3300728E-02,-8.42285E-03
-3.3300128E-02,-9.15527E-03
-3.3299528E-02,-8.42285E-03
-3.3298928E-02,-7.69043E-03
-3.3298328E-02,-8.42285E-03
-3.3297728E-02,-5.49316E-03
-3.3297128E-02,-8.42285E-03
-3.3296528E-02,-9.15527E-03
-3.3295928E-02,-9.15527E-03
-3.3295328E-02,-8.42285E-03
-3.3294728E-02,-1.13525E-02
-3.3294128E-02,-7.69043E-03
-3.3293528E-02,-5.49316E-03
-3.3292928E-02,-7.69043E-03
-3.3292328E-02,-7.69043E-03
-3.3291728E-02,-8.42285E-03
-3.3291128E-02,-7.69043E-03
-3.3290528E-02,-8.42285E-03
-3.3289928E-02,-5.49316E-03
-3.3289328E-02,-1.35498E-02
-3.3288728E-02,-1.06201E-02
-3.3288128E-02,-6.22559E-03
-3.3287528E-02,-8.42285E-03
-3.3286928E-02,-8.42285E-03
-3.3286328E-02,-1.28174E-02
-3.3285728E-02,-4.76074E-03
-3.3285128E-02,-6.22559E-03
-3.3284528E-02,-6.95801E-03
-3.3283928E-02,-4.76074E-03
-3.3283328E-02,-8.42285E-03
-3.3282728E-02,-9.15527E-03
-3.3282128E-02,-8.42285E-03
-3.3281528E-02,-7.69043E-03
-3.3280928E-02,-8.42285E-03
-3.3280328E-02,-7.69043E-03
-3.3279728E-02,-1.06201E-02
-3.3279128E-02,-8.42285E-03
-3.3278528E-02,-5.49316E-03
-3.3277928E-02,-6.95801E-03
-3.3277328E-02,-8.42285E-03
-3.3276728E-02,-9.15527E-03
-3.3276128E-02,-8.42285E-03
-3.3275528E-02,-7.69043E-03
-3.3274928E-02,-6.95801E-03
-3.3274328E-02,-1.13525E-02
-3.3273728E-02,-4.76074E-03
-3.3273128E-02,-1.06201E-02
-3.3272528E-02,-1.13525E-02
-3.3271928E-02,-9.88770E-03
-3.3271328E-02,-6.95801E-03
-3.3270728E-02,-9.15527E-03
-3.3270128E-02,-9.88770E-03
-3.3269528E-02,-1.28174E-02
-3.3268928E-02,-7.69043E-03
-3.3268328E-02,-4.76074E-03
-3.3267728E-02,-1.06201E-02
-3.3267128E-02,-1.50146E-02
-3.3266528E-02,-7.69043E-03
-3.3265928E-02,-8.42285E-03
-3.3265328E-02,-7.69043E-03
-3.3264728E-02,-7.69043E-03
-3.3264128E-02,-1.06201E-02
-3.3263528E-02,-5.49316E-03
-3.3262928E-02,-8.42285E-03
-3.3262328E-02,-9.15527E-03
-3.3261728E-02,-5.49316E-03
-3.3261128E-02,-7.69043E-03
-3.3260528E-02,-6.22559E-03
-3.3259928E-02,-9.15527E-03
-3.3259328E-02,-6.95801E-03
-3.3258728E-02,-7.69043E-03
-3.3258128E-02,-5.49316E-03
-3.3257528E-02,-9.88770E-03
-3.3256928E-02,-6.22559E-03
-3.3256328E-02,-9.88770E-03
-3.3255728E-02,-1.13525E-02
-3.3255128E-02,-7.69043E-03
-3.3254528E-02,-7.69043E-03
-3.3253928E-02,-8.42285E-03
-3.3253328E-02,-9.88770E-03
-3.3252728E-02,-8.42285E-03
-3.3252128E-02,-8.42285E-03
-3.3251528E-02,-5.49316E-03
-3.3250928E-02,-1.06201E-02
-3.3250328E-02,-1.13525E-02
-3.3249728E-02,-8.42285E-03
-3.3249128E-02,-7.69043E-03
-3.3248528E-02,-9.88770E-03
-3.3247928E-02,-7.69043E-03
-3.3247328E-02,-8.42285E-03
-3.3246728E-02,-6.22559E-03
-3.3246128E-02,-9.15527E-03
-3.3245528E-02,-6.95801E-03
-3.3244928E-02,-6.95801E-03
-3.3244328E-02,-7.69043E-03
-3.3243728E-02,-9.88770E-03
-3.3243128E-02,-9.88770E-03
-3.3242528E-02,-5.49316E-03
-3.3241928E-02,-1.28174E-02
-3.3241328E-02,-6.22559E-03
-3.3240728E-02,-8.42285E-03
-3.3240128E-02,-5.49316E-03
-3.3239528E-02,-5.49316E-03
-3.3238928E-02,-1.13525E-02
-3.3238328E-02,-7.69043E-03
-3.3237728E-02,-6.22559E-03
-3.3237128E-02,-7.69043E-03
-3.3236528E-02,-8.42285E-03
-3.3235928E-02,-6.22559E-03
-3.3235328E-02,-9.88770E-03
-3.3234728E-02,-6.95801E-03
-3.3234128E-02,-9.88770E-03
-3.3233528E-02,-1.13525E-02
-3.3232928E-02,-5.49316E-03
-3.3232328E-02,-1.06201E-02
-3.3231728E-02,-1.06201E-02
-3.3231128E-02,-1.28174E-02
-3.3230528E-02,-4.76074E-03
-3.3229928E-02,-6.22559E-03
-3.3229328E-02,-7.69043E-03
-3.3228728E-02,-9.15527E-03
-3.3228128E-02,-1.13525E-02
-3.3227528E-02,-9.15527E-03
-3.3226928E-02,-9.15527E-03
-3.3226328E-02,-1.06201E-02
-3.3225728E-02,-7.69043E-03
-3.3225128E-02,-1.13525E-02
-3.3224528E-02,-9.15527E-03
-3.3223928E-02,-7.69043E-03
-3.3223328E-02,-6.95801E-03
-3.3222728E-02,-4.76074E-03
-3.3222128E-02,-1.13525E-02
-3.3221528E-02,-7.69043E-03
-3.3220928E-02,-7.69043E-03
-3.3220328E-02,-7.69043E-03
-3.3219728E-02,-1.06201E-02
-3.3219128E-02,-9.15527E-03
-3.3218528E-02,-7.69043E-03
-3.3217928E-02,-8.42285E-03
-3.3217328E-02,-7.69043E-03
-3.3216728E-02,-1.20850E-02
-3.3216128E-02,-5.49316E-03
-3.3215528E-02,-9.88770E-03
-3.3214928E-02,-7.69043E-03
-3.3214328E-02,-9.15527E-03
-3.3213728E-02,-7.69043E-03
-3.3213128E-02,-7.69043E-03
-3.3212528E-02,-4.76074E-03
-3.3211928E-02,-9.15527E-03
-3.3211328E-02,-1.06201E-02
-3.3210728E-02,-6.22559E-03
-3.3210128E-02,-9.88770E-03
-3.3209528E-02,-8.42285E-03
-3.3208928E-02,-5.49316E-03
-3.3208328E-02,-7.69043E-03
-3.3207728E-02,-1.06201E-02
-3.3207128E-02,-6.22559E-03
-3.3206528E-02,-8.42285E-03
-3.3205928E-02,-9.15527E-03
-3.3205328E-02,-9.15527E-03
-3.3204728E-02,-1.06201E-02
-3.3204128E-02,-6.22559E-03
-3.3203528E-02,-4.02832E-03
-3.3202928E-02,-1.13525E-02
-3.3202328E-02,-8.42285E-03
-3.3201728E-02,-5.49316E-03
-3.3201128E-02,-8.42285E-03
-3.3200528E-02,-8.42285E-03
-3.3199928E-02,-1.13525E-02
-3.3199328E-02,-2.56348E-03
-3.3198728E-02,-6.22559E-03
-3.3198128E-02,-6.22559E-03
-3.3197528E-02,-8.42285E-03
-3.3196928E-02,-2.56348E-03
-3.3196328E-02,-7.69043E-03
