in s,C2 in V
6.8872000E-05,-1.06201E-02
6.9472000E-05,-1.06201E-02
7.0072000E-05,-7.69043E-03
7.0672000E-05,-1.57471E-02
7.1272000E-05,-1.06201E-02
7.1872000E-05,-1.20850E-02
7.2472000E-05,-9.15527E-03
7.3072000E-05,-1.50146E-02
7.3672000E-05,-9.88770E-03
7.4272000E-05,-1.06201E-02
7.4872000E-05,-1.20850E-02
7.5472000E-05,-1.06201E-02
7.6072000E-05,-1.72119E-02
7.6672000E-05,-8.42285E-03
7.7272000E-05,-1.28174E-02
7.7872000E-05,-9.15527E-03
7.8472000E-05,-1.20850E-02
7.9072000E-05,-1.13525E-02
7.9672000E-05,-1.13525E-02
8.0272000E-05,-1.13525E-02
8.0872000E-05,-9.15527E-03
8.1472000E-05,-1.13525E-02
8.2072000E-05,-9.88770E-03
8.2672000E-05,-1.28174E-02
8.3272000E-05,-1.13525E-02
8.3872000E-05,-1.06201E-02
8.4472000E-05,-1.35498E-02
8.5072000E-05,-9.88770E-03
8.5672000E-05,-1.20850E-02
8.6272000E-05,-1.13525E-02
8.6872000E-05,-7.69043E-03
8.7472000E-05,-1.13525E-02
8.8072000E-05,-1.13525E-02
8.8672000E-05,-8.42285E-03
8.9272000E-05,-1.35498E-02
8.9872000E-05,-8.42285E-03
9.0472000E-05,-1.20850E-02
9.1072000E-05,-1.06201E-02
9.1672000E-05,-1.28174E-02
9.2272000E-05,-1.06201E-02
9.2872000E-05,-1.50146E-02
9.3472000E-05,-1.28174E-02
9.4072000E-05,-1.28174E-02
9.4672000E-05,-1.20850E-02
9.5272000E-05,-1.20850E-02
9.5872000E-05,-1.06201E-02
9.6472000E-05,-1.06201E-02
9.7072000E-05,-1.28174E-02
9.7672000E-05,-9.15527E-03
9.8272000E-05,-2.01416E-02
9.8872000E-05,-1.06201E-02
9.9472000E-05,-1.20850E-02
1.0007200E-04,-7.69043E-03
1.0067200E-04,-7.69043E-03
1.0127200E-04,-1.64795E-02
1.0187200E-04,-9.15527E-03
1.0247200E-04,-1.13525E-02
1.0307200E-04,-9.15527E-03
1.0367200E-04,-1.20850E-02
1.0427200E-04,-1.06201E-02
1.0487200E-04,-1.28174E-02
1.0547200E-04,-8.42285E-03
1.0607200E-04,-1.13525E-02
1.0667200E-04,-1.64795E-02
1.0727200E-04,-1.06201E-02
1.0787200E-04,-1.20850E-02
1.0847200E-04,-1.06201E-02
1.0907200E-04,-1.06201E-02
1.0967200E-04,-1.35498E-02
1.1027200E-04,-1.06201E-02
1.1087200E-04,-8.42285E-03
1.1147200E-04,-1.42822E-02
1.1207200E-04,-9.88770E-03
1.1267200E-04,-1.06201E-02
1.1327200E-04,-1.13525E-02
1.1387200E-04,-1.13525E-02
1.1447200E-04,-1.06201E-02
1.1507200E-04,-1.64795E-02
1.1567200E-04,-1.13525E-02
1.1627200E-04,-9.88770E-03
1.1687200E-04,-1.20850E-02
1.1747200E-04,-9.88770E-03
1.1807200E-04,-1.57471E-02
1.1867200E-04,-9.88770E-03
1.1927200E-04,-1.13525E-02
1.1987200E-04,-8.42285E-03
1.2047200E-04,-1.79443E-02
1.2107200E-04,-1.20850E-02
1.2167200E-04,-1.28174E-02
1.2227200E-04,-1.06201E-02
1.2287200E-04,-1.28174E-02
1.2347200E-04,-1.72119E-02
1.2407200E-04,-1.06201E-02
1.2467200E-04,-1.13525E-02
1.2527200E-04,-1.13525E-02
1.2587200E-04,-1.13525E-02
1.2647200E-04,-1.20850E-02
1.2707200E-04,-1.13525E-02
1.2767200E-04,-1.28174E-02
1.2827200E-04,-1.35498E-02
1.2887200E-04,-1.20850E-02
1.2947200E-04,-7.69043E-03
1.3007200E-04,-1.06201E-02
1.3067200E-04,-1.06201E-02
1.3127200E-04,-1.13525E-02
1.3187200E-04,-8.42285E-03
1.3247200E-04,-1.35498E-02
1.3307200E-04,-1.06201E-02
1.3367200E-04,-1.13525E-02
1.3427200E-04,-9.88770E-03
1.3487200E-04,-1.13525E-02
1.3547200E-04,-8.42285E-03
1.3607200E-04,-1.20850E-02
1.3667200E-04,-1.06201E-02
1.3727200E-04,-1.79443E-02
1.3787200E-04,-1.28174E-02
1.3847200E-04,-9.88770E-03
1.3907200E-04,-7.69043E-03
1.3967200E-04,-1.13525E-02
1.4027200E-04,-1.35498E-02
1.4087200E-04,-1.06201E-02
1.4147200E-04,-1.06201E-02
1.4207200E-04,-1.13525E-02
1.4267200E-04,-1.28174E-02
1.4327200E-04,-1.06201E-02
1.4387200E-04,-9.88770E-03
1.4447200E-04,-1.13525E-02
1.4507200E-04,-9.15527E-03
1.4567200E-04,-1.64795E-02
1.4627200E-04,-9.15527E-03
1.4687200E-04,-1.28174E-02
1.4747200E-04,-1.13525E-02
1.4807200E-04,-9.88770E-03
1.4867200E-04,-9.15527E-03
1.4927200E-04,-1.06201E-02
1.4987200E-04,-1.28174E-02
1.5047200E-04,-9.88770E-03
1.5107200E-04,-9.15527E-03
1.5167200E-04,-9.15527E-03
1.5227200E-04,-1.28174E-02
1.5287200E-04,-9.88770E-03
1.5347200E-04,-8.42285E-03
1.5407200E-04,-1.35498E-02
1.5467200E-04,-1.13525E-02
1.5527200E-04,-9.88770E-03
1.5587200E-04,-9.15527E-03
1.5647200E-04,-1.57471E-02
1.5707200E-04,-1.35498E-02
1.5767200E-04,-1.28174E-02
1.5827200E-04,-8.42285E-03
1.5887200E-04,-9.88770E-03
1.5947200E-04,-1.57471E-02
1.6007200E-04,-1.20850E-02
1.6067200E-04,-8.42285E-03
1.6127200E-04,-9.88770E-03
1.6187200E-04,-1.13525E-02
1.6247200E-04,-1.57471E-02
1.6307200E-04,-8.42285E-03
1.6367200E-04,-9.88770E-03
1.6427200E-04,-1.20850E-02
1.6487200E-04,-6.95801E-03
1.6547200E-04,-1.28174E-02
1.6607200E-04,-9.88770E-03
1.6667200E-04,-1.20850E-02
1.6727200E-04,-8.42285E-03
1.6787200E-04,-1.20850E-02
1.6847200E-04,-7.69043E-03
1.6907200E-04,-1.06201E-02
1.6967200E-04,-1.06201E-02
1.7027200E-04,-6.95801E-03
1.7087200E-04,-1.28174E-02
1.7147200E-04,-1.06201E-02
1.7207200E-04,-1.20850E-02
1.7267200E-04,-7.69043E-03
1.7327200E-04,-9.88770E-03
1.7387200E-04,-9.88770E-03
1.7447200E-04,-1.42822E-02
1.7507200E-04,-6.22559E-03
1.7567200E-04,-1.35498E-02
1.7627200E-04,-1.42822E-02
1.7687200E-04,-1.28174E-02
1.7747200E-04,-8.42285E-03
1.7807200E-04,-9.88770E-03
1.7867200E-04,-9.88770E-03
1.7927200E-04,-1.20850E-02
1.7987200E-04,-9.88770E-03
1.8047200E-04,-7.69043E-03
1.8107200E-04,-1.28174E-02
1.8167200E-04,-1.57471E-02
1.8227200E-04,-1.13525E-02
1.8287200E-04,-1.06201E-02
1.8347200E-04,-9.15527E-03
1.8407200E-04,-9.88770E-03
1.8467200E-04,-1.13525E-02
1.8527200E-04,-1.28174E-02
1.8587200E-04,-1.06201E-02
1.8647200E-04,-1.28174E-02
1.8707200E-04,-3.29590E-03
1.8767200E-04,-1.13525E-02
1.8827200E-04,-9.88770E-03
1.8887200E-04,-1.06201E-02
1.8947200E-04,-7.69043E-03
1.9007200E-04,-9.88770E-03
1.9067200E-04,-8.42285E-03
1.9127200E-04,-1.13525E-02
1.9187200E-04,-8.42285E-03
1.9247200E-04,-1.06201E-02
1.9307200E-04,-1.72119E-02
1.9367200E-04,-1.28174E-02
1.9427200E-04,-9.88770E-03
1.9487200E-04,-8.42285E-03
1.9547200E-04,-1.57471E-02
1.9607200E-04,-9.88770E-03
1.9667200E-04,-8.42285E-03
1.9727200E-04,-7.69043E-03
1.9787200E-04,-1.06201E-02
1.9847200E-04,-1.72119E-02
1.9907200E-04,-5.49316E-03
1.9967200E-04,-1.13525E-02
2.0027200E-04,-8.42285E-03
2.0087200E-04,-1.28174E-02
2.0147200E-04,-1.20850E-02
2.0207200E-04,-8.42285E-03
2.0267200E-04,-9.88770E-03
2.0327200E-04,-1.28174E-02
2.0387200E-04,-9.15527E-03
2.0447200E-04,-8.42285E-03
2.0507200E-04,-1.13525E-02
2.0567200E-04,-9.15527E-03
2.0627200E-04,-1.13525E-02
2.0687200E-04,-1.13525E-02
2.0747200E-04,-9.88770E-03
2.0807200E-04,-8.42285E-03
2.0867200E-04,-9.15527E-03
2.0927200E-04,-7.69043E-03
2.0987200E-04,-1.20850E-02
2.1047200E-04,-1.06201E-02
2.1107200E-04,-9.15527E-03
2.1167200E-04,-8.42285E-03
2.1227200E-04,-9.15527E-03
2.1287200E-04,-7.69043E-03
2.1347200E-04,-6.95801E-03
2.1407200E-04,-9.15527E-03
2.1467200E-04,-7.69043E-03
2.1527200E-04,-1.79443E-02
2.1587200E-04,-7.69043E-03
2.1647200E-04,-9.15527E-03
2.1707200E-04,-9.15527E-03
2.1767200E-04,-1.28174E-02
2.1827200E-04,-8.42285E-03
2.1887200E-04,-8.42285E-03
2.1947200E-04,-1.13525E-02
2.2007200E-04,-1.42822E-02
2.2067200E-04,-1.94092E-02
2.2127200E-04,-9.15527E-03
2.2187200E-04,-1.13525E-02
2.2247200E-04,-8.42285E-03
2.2307200E-04,-9.15527E-03
2.2367200E-04,-1.28174E-02
2.2427200E-04,-1.06201E-02
2.2487200E-04,-1.35498E-02
2.2547200E-04,-8.42285E-03
2.2607200E-04,-7.69043E-03
2.2667200E-04,-1.06201E-02
2.2727200E-04,-1.35498E-02
2.2787200E-04,-9.15527E-03
2.2847200E-04,-8.42285E-03
2.2907200E-04,-1.20850E-02
2.2967200E-04,-1.20850E-02
2.3027200E-04,-1.06201E-02
2.3087200E-04,-8.42285E-03
2.3147200E-04,-8.42285E-03
2.3207200E-04,-1.13525E-02
2.3267200E-04,-9.15527E-03
2.3327200E-04,-1.13525E-02
2.3387200E-04,-8.42285E-03
2.3447200E-04,-1.28174E-02
2.3507200E-04,-9.88770E-03
2.3567200E-04,-1.06201E-02
2.3627200E-04,-1.13525E-02
2.3687200E-04,-7.69043E-03
2.3747200E-04,-1.35498E-02
2.3807200E-04,-7.69043E-03
2.3867200E-04,-1.28174E-02
2.3927200E-04,-9.88770E-03
2.3987200E-04,-8.42285E-03
2.4047200E-04,-1.13525E-02
2.4107200E-04,-9.15527E-03
2.4167200E-04,-8.42285E-03
2.4227200E-04,-8.42285E-03
2.4287200E-04,-1.57471E-02
2.4347200E-04,-1.06201E-02
2.4407200E-04,-1.50146E-02
2.4467200E-04,-4.76074E-03
2.4527200E-04,-7.69043E-03
2.4587200E-04,-1.50146E-02
2.4647200E-04,-9.15527E-03
2.4707200E-04,-1.28174E-02
2.4767200E-04,-7.69043E-03
2.4827200E-04,-8.42285E-03
2.4887200E-04,-1.28174E-02
2.4947200E-04,-1.13525E-02
2.5007200E-04,-9.88770E-03
2.5067200E-04,-1.06201E-02
2.5127200E-04,-9.15527E-03
2.5187200E-04,-9.15527E-03
2.5247200E-04,-1.13525E-02
2.5307200E-04,-1.13525E-02
2.5367200E-04,-1.20850E-02
2.5427200E-04,-1.13525E-02
2.5487200E-04,-1.06201E-02
2.5547200E-04,-9.15527E-03
2.5607200E-04,-1.20850E-02
2.5667200E-04,-1.28174E-02
2.5727200E-04,-1.13525E-02
2.5787200E-04,-1.20850E-02
2.5847200E-04,-1.13525E-02
2.5907200E-04,-8.42285E-03
2.5967200E-04,-1.57471E-02
2.6027200E-04,-8.42285E-03
2.6087200E-04,-1.06201E-02
2.6147200E-04,-1.35498E-02
2.6207200E-04,-1.06201E-02
2.6267200E-04,-1.57471E-02
2.6327200E-04,-7.69043E-03
2.6387200E-04,-9.88770E-03
2.6447200E-04,-5.49316E-03
2.6507200E-04,-1.06201E-02
2.6567200E-04,-9.88770E-03
2.6627200E-04,-1.13525E-02
2.6687200E-04,-1.06201E-02
2.6747200E-04,-9.88770E-03
2.6807200E-04,-1.50146E-02
2.6867200E-04,-8.42285E-03
2.6927200E-04,-1.13525E-02
2.6987200E-04,-1.20850E-02
2.7047200E-04,-1.42822E-02
2.7107200E-04,-9.88770E-03
2.7167200E-04,-1.28174E-02
2.7227200E-04,-1.06201E-02
2.7287200E-04,-1.28174E-02
2.7347200E-04,-7.69043E-03
2.7407200E-04,-8.42285E-03
2.7467200E-04,-1.13525E-02
2.7527200E-04,-9.88770E-03
2.7587200E-04,-8.42285E-03
2.7647200E-04,-1.50146E-02
2.7707200E-04,-1.20850E-02
2.7767200E-04,-9.88770E-03
2.7827200E-04,-7.69043E-03
2.7887200E-04,-1.13525E-02
2.7947200E-04,-1.20850E-02
2.8007200E-04,-1.06201E-02
2.8067200E-04,-8.42285E-03
2.8127200E-04,-1.06201E-02
2.8187200E-04,-1.72119E-02
2.8247200E-04,-1.20850E-02
2.8307200E-04,-8.42285E-03
2.8367200E-04,-8.42285E-03
2.8427200E-04,-9.88770E-03
2.8487200E-04,-1.57471E-02
2.8547200E-04,-7.69043E-03
2.8607200E-04,-1.20850E-02
2.8667200E-04,-8.42285E-03
2.8727200E-04,-9.88770E-03
2.8787200E-04,-9.15527E-03
2.8847200E-04,-1.13525E-02
2.8907200E-04,-1.06201E-02
2.8967200E-04,-9.88770E-03
2.9027200E-04,-9.88770E-03
2.9087200E-04,-9.15527E-03
2.9147200E-04,-1.35498E-02
2.9207200E-04,-1.06201E-02
2.9267200E-04,-9.15527E-03
2.9327200E-04,-1.28174E-02
2.9387200E-04,-1.28174E-02
2.9447200E-04,-1.28174E-02
2.9507200E-04,-9.88770E-03
2.9567200E-04,-1.28174E-02
2.9627200E-04,-1.06201E-02
2.9687200E-04,-1.57471E-02
2.9747200E-04,-7.69043E-03
2.9807200E-04,-1.06201E-02
2.9867200E-04,-1.57471E-02
2.9927200E-04,-1.28174E-02
2.9987200E-04,-9.15527E-03
3.0047200E-04,-1.35498E-02
3.0107200E-04,-1.13525E-02
3.0167200E-04,-1.13525E-02
3.0227200E-04,-8.42285E-03
3.0287200E-04,-9.88770E-03
3.0347200E-04,-1.13525E-02
3.0407200E-04,-1.20850E-02
3.0467200E-04,-9.88770E-03
3.0527200E-04,-1.06201E-02
3.0587200E-04,-1.20850E-02
3.0647200E-04,-1.06201E-02
3.0707200E-04,-1.86768E-02
3.0767200E-04,-6.95801E-03
3.0827200E-04,-9.15527E-03
3.0887200E-04,-1.13525E-02
3.0947200E-04,-6.22559E-03
3.1007200E-04,-1.50146E-02
3.1067200E-04,-8.42285E-03
3.1127200E-04,-1.28174E-02
3.1187200E-04,-7.69043E-03
3.1247200E-04,-1.06201E-02
3.1307200E-04,-1.06201E-02
3.1367200E-04,-1.35498E-02
3.1427200E-04,-7.69043E-03
3.1487200E-04,-9.15527E-03
3.1547200E-04,-1.42822E-02
3.1607200E-04,-1.13525E-02
3.1667200E-04,-1.06201E-02
3.1727200E-04,-9.15527E-03
3.1787200E-04,-1.42822E-02
3.1847200E-04,-9.88770E-03
3.1907200E-04,-1.20850E-02
3.1967200E-04,-1.06201E-02
3.2027200E-04,-1.28174E-02
3.2087200E-04,-1.64795E-02
3.2147200E-04,-8.42285E-03
3.2207200E-04,-1.06201E-02
3.2267200E-04,-1.28174E-02
3.2327200E-04,-1.35498E-02
3.2387200E-04,-1.20850E-02
3.2447200E-04,-1.06201E-02
3.2507200E-04,-9.88770E-03
3.2567200E-04,-1.06201E-02
3.2627200E-04,-5.49316E-03
3.2687200E-04,-1.28174E-02
3.2747200E-04,-1.06201E-02
3.2807200E-04,-1.13525E-02
3.2867200E-04,-8.42285E-03
3.2927200E-04,-1.35498E-02
3.2987200E-04,-1.20850E-02
3.3047200E-04,-1.13525E-02
3.3107200E-04,-8.42285E-03
3.3167200E-04,-9.15527E-03
3.3227200E-04,-1.42822E-02
3.3287200E-04,-1.06201E-02
3.3347200E-04,-9.15527E-03
3.3407200E-04,-8.42285E-03
3.3467200E-04,-1.13525E-02
3.3527200E-04,-1.06201E-02
3.3587200E-04,-7.69043E-03
3.3647200E-04,-1.06201E-02
3.3707200E-04,-1.06201E-02
3.3767200E-04,-1.57471E-02
3.3827200E-04,-8.42285E-03
3.3887200E-04,-1.28174E-02
3.3947200E-04,-1.20850E-02
3.4007200E-04,-1.28174E-02
3.4067200E-04,-7.69043E-03
3.4127200E-04,-1.20850E-02
3.4187200E-04,-1.20850E-02
3.4247200E-04,-1.13525E-02
3.4307200E-04,-1.35498E-02
3.4367200E-04,-1.13525E-02
3.4427200E-04,-1.13525E-02
3.4487200E-04,-9.15527E-03
3.4547200E-04,-8.42285E-03
3.4607200E-04,-1.28174E-02
3.4667200E-04,-1.20850E-02
3.4727200E-04,-8.42285E-03
3.4787200E-04,-1.20850E-02
3.4847200E-04,-8.42285E-03
3.4907200E-04,-1.35498E-02
3.4967200E-04,-8.42285E-03
3.5027200E-04,-1.20850E-02
3.5087200E-04,-9.88770E-03
3.5147200E-04,-1.28174E-02
3.5207200E-04,-1.28174E-02
3.5267200E-04,-7.69043E-03
3.5327200E-04,-1.35498E-02
3.5387200E-04,-9.88770E-03
3.5447200E-04,-1.50146E-02
3.5507200E-04,-8.42285E-03
3.5567200E-04,-1.13525E-02
3.5627200E-04,-1.13525E-02
3.5687200E-04,-1.28174E-02
3.5747200E-04,-8.42285E-03
3.5807200E-04,-1.13525E-02
3.5867200E-04,-1.20850E-02
3.5927200E-04,-1.06201E-02
3.5987200E-04,-1.86768E-02
3.6047200E-04,-8.42285E-03
3.6107200E-04,-1.50146E-02
3.6167200E-04,-8.42285E-03
3.6227200E-04,-8.42285E-03
3.6287200E-04,-1.13525E-02
3.6347200E-04,-1.28174E-02
3.6407200E-04,-9.88770E-03
3.6467200E-04,-8.42285E-03
3.6527200E-04,-1.28174E-02
3.6587200E-04,-1.20850E-02
3.6647200E-04,-1.35498E-02
3.6707200E-04,-8.42285E-03
3.6767200E-04,-9.15527E-03
3.6827200E-04,-1.42822E-02
3.6887200E-04,-1.28174E-02
3.6947200E-04,-8.42285E-03
3.7007200E-04,-1.06201E-02
3.7067200E-04,-7.69043E-03
3.7127200E-04,-1.13525E-02
3.7187200E-04,-1.13525E-02
3.7247200E-04,-1.06201E-02
3.7307200E-04,-1.35498E-02
3.7367200E-04,-9.15527E-03
3.7427200E-04,-1.28174E-02
3.7487200E-04,-9.88770E-03
3.7547200E-04,-1.06201E-02
3.7607200E-04,-1.06201E-02
3.7667200E-04,-1.28174E-02
3.7727200E-04,-1.06201E-02
3.7787200E-04,-1.06201E-02
3.7847200E-04,-9.88770E-03
3.7907200E-04,-9.88770E-03
3.7967200E-04,-1.20850E-02
3.8027200E-04,-1.06201E-02
3.8087200E-04,-9.15527E-03
3.8147200E-04,-9.88770E-03
3.8207200E-04,-2.01416E-02
3.8267200E-04,-1.06201E-02
3.8327200E-04,-1.28174E-02
3.8387200E-04,-7.69043E-03
3.8447200E-04,-9.88770E-03
3.8507200E-04,-1.50146E-02
3.8567200E-04,-8.42285E-03
3.8627200E-04,-9.88770E-03
3.8687200E-04,-1.13525E-02
3.8747200E-04,-7.69043E-03
3.8807200E-04,-9.15527E-03
3.8867200E-04,-1.06201E-02
3.8927200E-04,-1.06201E-02
3.8987200E-04,-8.42285E-03
3.9047200E-04,-1.35498E-02
3.9107200E-04,-9.15527E-03
3.9167200E-04,-1.06201E-02
3.9227200E-04,-9.88770E-03
3.9287200E-04,-1.06201E-02
3.9347200E-04,-1.06201E-02
3.9407200E-04,-1.13525E-02
3.9467200E-04,-1.06201E-02
3.9527200E-04,-1.13525E-02
3.9587200E-04,-8.42285E-03
3.9647200E-04,-1.13525E-02
3.9707200E-04,-9.15527E-03
3.9767200E-04,-1.06201E-02
3.9827200E-04,-9.88770E-03
3.9887200E-04,-1.42822E-02
3.9947200E-04,-1.06201E-02
4.0007200E-04,-9.15527E-03
4.0067200E-04,-1.06201E-02
4.0127200E-04,-1.06201E-02
4.0187200E-04,-1.28174E-02
4.0247200E-04,-9.88770E-03
4.0307200E-04,-1.13525E-02
4.0367200E-04,-1.06201E-02
4.0427200E-04,-1.57471E-02
4.0487200E-04,-8.42285E-03
4.0547200E-04,-8.42285E-03
4.0607200E-04,-1.13525E-02
4.0667200E-04,-9.88770E-03
4.0727200E-04,-1.64795E-02
4.0787200E-04,-6.95801E-03
4.0847200E-04,-8.42285E-03
4.0907200E-04,-9.15527E-03
4.0967200E-04,-8.42285E-03
4.1027200E-04,-9.15527E-03
4.1087200E-04,-1.06201E-02
4.1147200E-04,-1.13525E-02
4.1207200E-04,-9.88770E-03
4.1267200E-04,-8.42285E-03
4.1327200E-04,-7.69043E-03
4.1387200E-04,-1.06201E-02
4.1447200E-04,-9.15527E-03
4.1507200E-04,-9.88770E-03
4.1567200E-04,-1.57471E-02
4.1627200E-04,-1.13525E-02
4.1687200E-04,-1.06201E-02
4.1747200E-04,-6.95801E-03
4.1807200E-04,-1.28174E-02
4.1867200E-04,-1.06201E-02
4.1927200E-04,-1.28174E-02
4.1987200E-04,-7.69043E-03
4.2047200E-04,-1.28174E-02
4.2107200E-04,-1.50146E-02
4.2167200E-04,-1.06201E-02
4.2227200E-04,-9.15527E-03
4.2287200E-04,-1.06201E-02
4.2347200E-04,-9.15527E-03
4.2407200E-04,-1.28174E-02
4.2467200E-04,-1.06201E-02
4.2527200E-04,-9.88770E-03
4.2587200E-04,-1.06201E-02
4.2647200E-04,-8.42285E-03
4.2707200E-04,-1.06201E-02
4.2767200E-04,-1.06201E-02
4.2827200E-04,-1.06201E-02
4.2887200E-04,-8.42285E-03
4.2947200E-04,-1.86768E-02
4.3007200E-04,-9.88770E-03
4.3067200E-04,-1.06201E-02
4.3127200E-04,-1.13525E-02
4.3187200E-04,-6.22559E-03
4.3247200E-04,-1.20850E-02
4.3307200E-04,-8.42285E-03
4.3367200E-04,-1.28174E-02
4.3427200E-04,-9.88770E-03
4.3487200E-04,-1.06201E-02
4.3547200E-04,-9.15527E-03
4.3607200E-04,-1.28174E-02
4.3667200E-04,-8.42285E-03
4.3727200E-04,-7.69043E-03
4.3787200E-04,-1.42822E-02
4.3847200E-04,-8.42285E-03
4.3907200E-04,-1.13525E-02
4.3967200E-04,-1.06201E-02
4.4027200E-04,-1.13525E-02
4.4087200E-04,-8.42285E-03
4.4147200E-04,-1.13525E-02
4.4207200E-04,-1.20850E-02
4.4267200E-04,-1.13525E-02
4.4327200E-04,-1.64795E-02
4.4387200E-04,-7.69043E-03
4.4447200E-04,-1.06201E-02
4.4507200E-04,-1.06201E-02
4.4567200E-04,-9.15527E-03
4.4627200E-04,-1.13525E-02
4.4687200E-04,-1.20850E-02
4.4747200E-04,-9.88770E-03
4.4807200E-04,-1.28174E-02
4.4867200E-04,-6.22559E-03
4.4927200E-04,-1.06201E-02
4.4987200E-04,-9.88770E-03
4.5047200E-04,-1.13525E-02
4.5107200E-04,-1.20850E-02
4.5167200E-04,-1.57471E-02
4.5227200E-04,-1.06201E-02
4.5287200E-04,-1.06201E-02
4.5347200E-04,-9.15527E-03
4.5407200E-04,-9.15527E-03
4.5467200E-04,-1.28174E-02
4.5527200E-04,-1.35498E-02
4.5587200E-04,-9.15527E-03
4.5647200E-04,-6.95801E-03
4.5707200E-04,-1.13525E-02
4.5767200E-04,-9.88770E-03
4.5827200E-04,-1.06201E-02
4.5887200E-04,-1.13525E-02
4.5947200E-04,-1.20850E-02
4.6007200E-04,-1.79443E-02
4.6067200E-04,-7.69043E-03
4.6127200E-04,-1.13525E-02
4.6187200E-04,-8.42285E-03
4.6247200E-04,-1.13525E-02
4.6307200E-04,-1.13525E-02
4.6367200E-04,-9.15527E-03
4.6427200E-04,-9.15527E-03
4.6487200E-04,-9.15527E-03
4.6547200E-04,-1.35498E-02
4.6607200E-04,-1.06201E-02
4.6667200E-04,-1.28174E-02
4.6727200E-04,-9.15527E-03
4.6787200E-04,-9.88770E-03
4.6847200E-04,-1.42822E-02
4.6907200E-04,-1.06201E-02
4.6967200E-04,-9.15527E-03
4.7027200E-04,-8.42285E-03
4.7087200E-04,-7.69043E-03
4.7147200E-04,-1.13525E-02
4.7207200E-04,-1.20850E-02
4.7267200E-04,-6.95801E-03
4.7327200E-04,-8.42285E-03
4.7387200E-04,-9.15527E-03
4.7447200E-04,-1.35498E-02
4.7507200E-04,-8.42285E-03
4.7567200E-04,-9.88770E-03
4.7627200E-04,-8.42285E-03
4.7687200E-04,-1.50146E-02
4.7747200E-04,-8.42285E-03
4.7807200E-04,-1.06201E-02
4.7867200E-04,-9.88770E-03
4.7927200E-04,-1.42822E-02
4.7987200E-04,-8.42285E-03
4.8047200E-04,-1.06201E-02
4.8107200E-04,-1.13525E-02
4.8167200E-04,-7.69043E-03
4.8227200E-04,-1.86768E-02
4.8287200E-04,-6.95801E-03
4.8347200E-04,-1.13525E-02
4.8407200E-04,-9.15527E-03
4.8467200E-04,-8.42285E-03
4.8527200E-04,-1.20850E-02
4.8587200E-04,-8.42285E-03
4.8647200E-04,-1.13525E-02
4.8707200E-04,-1.06201E-02
4.8767200E-04,-1.13525E-02
4.8827200E-04,-9.15527E-03
4.8887200E-04,-1.50146E-02
4.8947200E-04,-8.42285E-03
4.9007200E-04,-9.15527E-03
4.9067200E-04,-1.57471E-02
4.9127200E-04,-1.13525E-02
4.9187200E-04,-9.15527E-03
4.9247200E-04,-9.15527E-03
4.9307200E-04,-9.15527E-03
4.9367200E-04,-1.35498E-02
4.9427200E-04,-1.06201E-02
4.9487200E-04,-9.15527E-03
4.9547200E-04,-1.13525E-02
4.9607200E-04,-9.88770E-03
4.9667200E-04,-1.06201E-02
4.9727200E-04,-7.69043E-03
4.9787200E-04,-1.28174E-02
4.9847200E-04,-1.20850E-02
4.9907200E-04,-1.28174E-02
4.9967200E-04,-6.22559E-03
5.0027200E-04,-1.06201E-02
5.0087200E-04,-1.13525E-02
5.0147200E-04,-1.06201E-02
5.0207200E-04,-9.15527E-03
5.0267200E-04,-8.42285E-03
5.0327200E-04,-1.28174E-02
5.0387200E-04,-6.22559E-03
5.0447200E-04,-1.64795E-02
5.0507200E-04,-9.15527E-03
5.0567200E-04,-1.42822E-02
5.0627200E-04,-7.69043E-03
5.0687200E-04,-9.15527E-03
5.0747200E-04,-1.50146E-02
5.0807200E-04,-1.06201E-02
5.0867200E-04,-8.42285E-03
5.0927200E-04,-7.69043E-03
5.0987200E-04,-7.69043E-03
5.1047200E-04,-9.88770E-03
5.1107200E-04,-1.06201E-02
5.1167200E-04,-6.95801E-03
5.1227200E-04,-1.13525E-02
5.1287200E-04,-1.20850E-02
5.1347200E-04,-1.06201E-02
5.1407200E-04,-9.88770E-03
5.1467200E-04,-1.13525E-02
5.1527200E-04,-1.06201E-02
5.1587200E-04,-1.64795E-02
5.1647200E-04,-9.88770E-03
5.1707200E-04,-6.95801E-03
5.1767200E-04,-1.06201E-02
5.1827200E-04,-9.88770E-03
5.1887200E-04,-9.88770E-03
5.1947200E-04,-1.06201E-02
5.2007200E-04,-1.20850E-02
5.2067200E-04,-7.69043E-03
5.2127200E-04,-1.13525E-02
5.2187200E-04,-7.69043E-03
5.2247200E-04,-9.88770E-03
5.2307200E-04,-9.88770E-03
5.2367200E-04,-1.13525E-02
5.2427200E-04,-1.35498E-02
5.2487200E-04,-1.06201E-02
5.2547200E-04,-9.88770E-03
5.2607200E-04,-9.15527E-03
5.2667200E-04,-1.35498E-02
5.2727200E-04,-8.42285E-03
5.2787200E-04,-1.06201E-02
5.2847200E-04,-9.15527E-03
5.2907200E-04,-7.69043E-03
5.2967200E-04,-1.72119E-02
5.3027200E-04,-7.69043E-03
5.3087200E-04,-9.88770E-03
5.3147200E-04,-9.88770E-03
5.3207200E-04,-8.42285E-03
5.3267200E-04,-8.42285E-03
5.3327200E-04,-1.35498E-02
5.3387200E-04,-9.15527E-03
5.3447200E-04,-1.20850E-02
