8.891	0.00819727
17.985	0.03322381
38.103	0.1468814
58.107	0.32706535
70.408	0.4576933
80.212	0.56134488
90.209	0.65850215
99.931	0.74256516
119.13	0.86716003
139.31	0.95067902
156.74	0.99501448
181.82	1.0329701
198.78	1.04878675
219.82	1.06208465
237.39	1.06928918
257.78	1.07558437
278.39	1.08073796
299.54	1.08515999
320.84	1.08885392
337.54	1.09162046
360.78	1.09427542
379.68	1.09721058
401.38	1.09997356
420.38	1.10233579
437.35	1.10480082
463.96	1.10852213
479.42	1.11133329
498.54	1.11369991
